gene_id	sampleB	baseMeanA	baseMeanB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DE_02	DE_03	DE_05	DE_11	DE_12	DE_13	DE_14	DE_15
TRINITY_DN12866_c0_g1_i3	HOL01	HOL03	72.1715770698781	0	27.0643414012043	8.75491615870236	1.18254864659594	7.40343002708943	1.3271110553686099e-13	4.74816826887879e-12	48	62	89	0	0	0	0	0
TRINITY_DN1259_c0_g1_i2	HOL01	HOL03	275.721892799475	0	103.395709799803	10.689821552434	1.45020734106174	7.37123668440935	1.69052399640824e-13	5.9555245308773794e-12	146	144	441	0	0	0	0	0
TRINITY_DN11900_c0_g1_i1	HOL01	HOL03	63.9801450170562	0	23.9925543813961	8.58095569898462	1.16738198279863	7.35059802654573	1.97322005198096e-13	6.852912700935909e-12	43	57	77	0	0	0	0	0
TRINITY_DN1003833_c0_g1_i1	HOL01	HOL03	175.569604475747	0	65.8386016784052	10.0384170130281	1.36711938722781	7.34275082835563	2.09247871208299e-13	7.238369471391299e-12	97	111	263	0	0	0	0	0
TRINITY_DN13166_c0_g1_i1	HOL01	HOL03	490.265495477755	0	183.849560804158	11.5203567109037	1.56935222450361	7.34083562059981	2.12264379834065e-13	7.334434687971989e-12	166	280	846	0	0	0	0	0
TRINITY_DN121851_c0_g1_i1	HOL01	HOL03	43.9160952008504	0	16.4685357003189	8.03756917632427	1.09824142141841	7.31858134247342	2.5060609812368997e-13	8.529378549639799e-12	33	43	47	0	0	0	0	0
TRINITY_DN129048_c0_g1_i3	HOL01	HOL03	74.893396833615	0	28.0850238126056	8.80827036936367	1.20556096270408	7.30636661426618	2.74462689636339e-13	9.30000428937557e-12	54	56	95	0	0	0	0	0
TRINITY_DN11842_c0_g1_i1	HOL01	HOL03	54.1400791458936	0	20.3025296797101	8.33959459710959	1.14184070870005	7.30364098386715	2.8008310438668997e-13	9.47472734624063e-12	40	47	63	0	0	0	0	0
TRINITY_DN102188_c0_g1_i1	HOL01	HOL03	158.680937466056	0	59.505351549771	9.89244774631972	1.35593542653672	7.29566287060341	2.97192217370485e-13	9.99829039690721e-12	85	107	235	0	0	0	0	0
TRINITY_DN111990_c0_g2_i1	HOL01	HOL03	140.283429398207	0	52.6062860243275	9.71457495001922	1.33176208443012	7.29452735108933	2.99709340158506e-13	1.0077438697107899e-11	76	100	203	0	0	0	0	0
TRINITY_DN123099_c0_g1_i1	HOL01	HOL03	334.330871411975	0	125.374076779491	10.9679795031735	1.50538443654721	7.28583293203823	3.1968894683743e-13	1.0713951832659499e-11	129	205	553	0	0	0	0	0
TRINITY_DN120176_c0_g1_i1	HOL01	HOL03	165.067028385922	0	61.9001356447208	9.94937195608906	1.36612112224478	7.28293545431791	3.2663353062756e-13	1.0910877855417799e-11	100	96	246	0	0	0	0	0
TRINITY_DN102885_c0_g1_i1	HOL01	HOL03	115.666810061403	0	43.3750537730262	9.43596216827444	1.30427317548389	7.23465171686417	4.66725324006465e-13	1.52220232998896e-11	79	71	162	0	0	0	0	0
TRINITY_DN1070_c0_g1_i6	HOL01	HOL03	155.036349844985	0	58.1386311918692	9.86015874345856	1.36510658083981	7.2229955388484	5.085468310287e-13	1.65191434301756e-11	184	237	45	0	0	0	0	0
TRINITY_DN10820_c0_g1_i2	HOL01	HOL03	248.895825236606	0	93.3359344637272	10.5421753093492	1.46310318451302	7.20535326622094	5.78935575215537e-13	1.86375880948132e-11	92	185	391	0	0	0	0	0
TRINITY_DN107913_c0_g1_i1	HOL01	HOL03	152.373623306777	0	57.1401087400415	9.83406122725116	1.36522629466584	7.20324627915126	5.87956353092059e-13	1.88882905398421e-11	63	137	216	0	0	0	0	0
TRINITY_DN126170_c0_g1_i1	HOL01	HOL03	38.7342068482375	0	14.5253275680891	7.85658298591498	1.09081777460039	7.20247063153436	5.91311813901502e-13	1.8986129798243e-11	29	40	40	0	0	0	0	0
TRINITY_DN122010_c0_g1_i1	HOL01	HOL03	104.422162101087	0	39.1583107879075	9.28830544701437	1.29683539077615	7.16228560161004	7.934290110678149e-13	2.4939887893816098e-11	72	65	145	0	0	0	0	0
TRINITY_DN12920_c2_g1_i2	HOL01	HOL03	41.752526686772	0	15.6571975075395	7.96558651476628	1.1142800536004	7.14863959830234	8.7642094335926e-13	2.7213469971119298e-11	28	47	43	0	0	0	0	0
TRINITY_DN112790_c0_g1_i1	HOL01	HOL03	116.328608973336	0	43.6232283650009	9.44434111345169	1.32444513139327	7.13079076633141	9.97939220161696e-13	3.0644987691612e-11	59	92	165	0	0	0	0	0
TRINITY_DN12951_c0_g2_i1	HOL01	HOL03	69.1789479241017	0	25.9421054715382	8.69418258817951	1.22051410766816	7.12337738134801	1.05313945668829e-12	3.22753789570259e-11	38	69	85	0	0	0	0	0
TRINITY_DN1007484_c0_g1_i1	HOL01	HOL03	94.8434181669082	0	35.5662818125906	9.14940379907442	1.28504835374378	7.11989068148221	1.0801269891945e-12	3.2986949022444e-11	61	65	131	0	0	0	0	0
TRINITY_DN10623_c0_g1_i1	HOL01	HOL03	73.0520926716041	0	27.3945347518515	8.77276746258929	1.23315511782319	7.11408267767262	1.12659605241325e-12	3.43035059438336e-11	40	70	92	0	0	0	0	0
TRINITY_DN12460_c0_g1_i2	HOL01	HOL03	62.8806306566836	0	23.5802364962564	8.55591978346477	1.20379515800321	7.10745489096074	1.18202350718925e-12	3.5866422050983294e-11	41	53	79	0	0	0	0	0
TRINITY_DN101103_c0_g1_i1	HOL01	HOL03	256.353544588579	0	96.132579220717	10.5847455838187	1.49105009089964	7.09885311594882	1.25796417923666e-12	3.79078502275334e-11	107	152	421	0	0	0	0	0
TRINITY_DN125009_c0_g1_i1	HOL01	HOL03	152.460477168154	0	57.1726789380577	9.83474641496037	1.38578811536295	7.09686156630417	1.27621776531028e-12	3.8382390258322894e-11	78	100	231	0	0	0	0	0
TRINITY_DN10965_c1_g1_i1	HOL01	HOL03	98.4112131167757	0	36.9042049187909	9.20273165389396	1.30184668741384	7.06898265584214	1.5607365190406099e-12	4.6280445966110694e-11	63	65	138	0	0	0	0	0
TRINITY_DN108394_c0_g1_i1	HOL01	HOL03	62.0779720244737	0	23.2792395091776	8.53744059437246	1.20880379573958	7.06271822148692	1.6327660977206599e-12	4.836951133687659e-11	39	54	78	0	0	0	0	0
TRINITY_DN113376_c0_g1_i1	HOL01	HOL03	104.97934639065	0	39.3672548964938	9.29618600209828	1.32031989557194	7.04085883525319	1.9105849766574997e-12	5.605755144873969e-11	52	87	147	0	0	0	0	0
TRINITY_DN10110_c0_g2_i4	HOL01	HOL03	125.897939046971	0	47.211727142614	9.55841368435136	1.35813865428909	7.03787765274573	1.9518995433358997e-12	5.7214938623630194e-11	67	86	186	0	0	0	0	0
TRINITY_DN109450_c0_g1_i1	HOL01	HOL03	86.9449589973273	0	32.6043596239977	9.02427957715605	1.28253704865135	7.03627204114338	1.97451262376868e-12	5.7822450702648396e-11	109	42	88	0	0	0	0	0
TRINITY_DN10623_c0_g1_i4	HOL01	HOL03	110.467013778775	0	41.4251301670405	9.36959059088613	1.33520142937894	7.01736111475278	2.26097716367157e-12	6.55533573014724e-11	72	66	159	0	0	0	0	0
TRINITY_DN1030_c0_g1_i11	HOL01	HOL03	123.720023940231	0	46.3950089775868	9.53366830742816	1.36380183492947	6.99050849122899	2.73891718233807e-12	7.81165192465443e-11	183	51	108	0	0	0	0	0
TRINITY_DN134258_c0_g1_i2	HOL01	HOL03	217.220835247365	0	81.457813217762	10.3457594291981	1.48107058633676	6.985325024101	2.84197262958288e-12	8.082997641881909e-11	76	164	343	0	0	0	0	0
TRINITY_DN1071_c0_g1_i1	HOL01	HOL03	116.165467924926	0	43.5620504718474	9.44225659593383	1.35179181594892	6.98499316576025	2.84869848492774e-12	8.09759061464825e-11	100	54	158	0	0	0	0	0
TRINITY_DN12670_c0_g1_i2	HOL01	HOL03	222.559222430252	0	83.4597084113445	10.3807721402812	1.48782450645368	6.97714824245263	3.0123181614736498e-12	8.535783881885299e-11	83	152	359	0	0	0	0	0
TRINITY_DN101095_c0_g1_i2	HOL01	HOL03	141.556430727797	0	53.083661522924	9.72761461552715	1.39697442922212	6.96334479146035	3.32287218682276e-12	9.33803297162031e-11	81	81	216	0	0	0	0	0
TRINITY_DN11961_c0_g1_i5	HOL01	HOL03	127.474958218147	0	47.8031093318052	9.57654205632731	1.37864407306977	6.94634840376432	3.74862336841646e-12	1.04529773973281e-10	145	49	151	0	0	0	0	0
TRINITY_DN10663_c2_g1_i1	HOL01	HOL03	184.194852059188	0	69.0730695221956	10.1076840008726	1.45662311955555	6.93912094705509	3.94547244254783e-12	1.09669454740385e-10	85	110	295	0	0	0	0	0
TRINITY_DN113516_c0_g2_i1	HOL01	HOL03	111.70489828587	0	41.8893368572012	9.38597369529514	1.35342422790702	6.93498276575848	4.06270686581221e-12	1.12367318609595e-10	47	104	155	0	0	0	0	0
TRINITY_DN116329_c0_g2_i2	HOL01	HOL03	62.7668842426243	0	23.5375815909841	8.55354384061765	1.23538869203689	6.92376730963491	4.39788086513908e-12	1.20982207202971e-10	36	57	80	0	0	0	0	0
TRINITY_DN1003508_c0_g1_i1	HOL01	HOL03	39.1089931304278	0	14.6658724239104	7.87006129988873	1.1387310153108	6.91125576986302	4.8038202217003795e-12	1.31265137485295e-10	28	37	44	0	0	0	0	0
TRINITY_DN115921_c0_g3_i3	HOL01	HOL03	122.312947473817	0	45.8673553026814	9.51668207233643	1.38117066604787	6.89030132645939	5.5674331149015396e-12	1.51253948965948e-10	76	68	183	0	0	0	0	0
TRINITY_DN1014826_c0_g1_i1	HOL01	HOL03	100.818551291187	0	37.8069567341953	9.23765553736596	1.34234594116466	6.8817249369794	5.91321099709493e-12	1.6008000234866401e-10	64	61	146	0	0	0	0	0
TRINITY_DN122725_c0_g1_i1	HOL01	HOL03	77.3697422547055	0	29.0136533455146	8.85574647729067	1.28862200180277	6.87226080642853	6.31922837761593e-12	1.69945078181688e-10	38	73	102	0	0	0	0	0
TRINITY_DN100298_c0_g1_i1	HOL01	HOL03	36.6768104698177	0	13.7538039261816	7.78285655110273	1.13411851982407	6.8624719683707	6.76790224400798e-12	1.81374451082529e-10	32	54	22	0	0	0	0	0
TRINITY_DN107300_c0_g1_i1	HOL01	HOL03	146.650692596986	0	54.9940097238696	9.77865749532432	1.42549240211936	6.85984539853444	6.893511069494099e-12	1.84579182102455e-10	85	77	228	0	0	0	0	0
TRINITY_DN108617_c0_g1_i4	HOL01	HOL03	107.656856224883	0	40.3713210843312	9.33252979156267	1.36590800465479	6.83247316785534	8.34630210049021e-12	2.20681702884045e-10	52	81	158	0	0	0	0	0
TRINITY_DN100884_c0_g1_i1	HOL01	HOL03	329.590446452894	0	123.596417419835	10.9473807579518	1.60505894146584	6.82054750460065	9.069419034552019e-12	2.3856583010466303e-10	114	165	584	0	0	0	0	0
TRINITY_DN121957_c1_g1_i6	HOL01	HOL03	88.6229578690061	0	33.2336092008773	9.05151048204076	1.32899052686597	6.81081640467827	9.70464181840265e-12	2.54401143226701e-10	54	58	127	0	0	0	0	0
TRINITY_DN1002373_c0_g1_i1	HOL01	HOL03	154.299794578999	0	57.8624229671245	9.85210278331032	1.4482793796714999	6.8026258756408	1.0272918616962399e-11	2.67808431162115e-10	68	100	244	0	0	0	0	0
TRINITY_DN12488_c0_g1_i10	HOL01	HOL03	110.151747298208	0	41.3069052368279	9.36577682967182	1.38131051912449	6.78035582875895	1.1988025431119198e-11	3.0975217291719004e-10	44	101	156	0	0	0	0	0
TRINITY_DN10192_c0_g1_i2	HOL01	HOL03	91.6497717770128	0	34.3686644163798	9.10002874364957	1.34243274644502	6.77875950787696	1.21212098773052e-11	3.1279767511093e-10	53	61	133	0	0	0	0	0
TRINITY_DN12784_c0_g1_i5	HOL01	HOL03	137.219732670073	0	51.4573997512775	9.68289945703267	1.43658220569309	6.74023346430154	1.58132334627737e-11	3.99986012233651e-10	50	117	205	0	0	0	0	0
TRINITY_DN123870_c0_g1_i1	HOL01	HOL03	56.5914451809559	0	21.2217919428585	8.40364554529335	1.25308596234969	6.70635997672139	1.9953913303223497e-11	4.97734768198445e-10	49	34	71	0	0	0	0	0
TRINITY_DN11340_c0_g1_i2	HOL01	HOL03	77.6494749440939	0	29.1185531040352	8.86061338115604	1.32882674182056	6.66799749154398	2.5931721520624197e-11	6.35207939031587e-10	58	43	108	0	0	0	0	0
TRINITY_DN10041_c0_g1_i3	HOL01	HOL03	115.245800683055	0	43.2171752561455	9.43082602616831	1.41535658735334	6.66321555319396	2.6790028623451497e-11	6.551846401431181e-10	59	71	178	0	0	0	0	0
TRINITY_DN113677_c0_g1_i1	HOL01	HOL03	203.855371189185	0	76.4457641959442	10.254140175469	1.5392121543605	6.66194075093525	2.7023497776274596e-11	6.60630704017521e-10	62	151	332	0	0	0	0	0
TRINITY_DN133382_c0_g1_i3	HOL01	HOL03	74.3771866934409	0	27.8914450100403	8.79868932626602	1.32109370652649	6.660155356731	2.7353828441747002e-11	6.68172883503488e-10	37	63	103	0	0	0	0	0
TRINITY_DN125172_c1_g2_i2	HOL01	HOL03	160.117509081933	0	60.0440659057248	9.90553950165295	1.4875031485862	6.65917212415158	2.75374287866002e-11	6.72389597350932e-10	65	101	260	0	0	0	0	0
TRINITY_DN122552_c0_g1_i1	HOL01	HOL03	51.7663615960059	0	19.4123855985022	8.27508771490808	1.2432125747852	6.65621301034365	2.80972963403137e-11	6.84695571080603e-10	32	43	67	0	0	0	0	0
TRINITY_DN120971_c0_g1_i2	HOL01	HOL03	88.675124145764	0	33.2531715546615	9.05237641282101	1.36026784462566	6.65484849074864	2.8359203675337896e-11	6.89980101176421e-10	55	53	130	0	0	0	0	0
TRINITY_DN111784_c0_g1_i2	HOL01	HOL03	61.5980069822079	0	23.099252618328	8.52610873595507	1.28145695812306	6.65344917120212	2.8630272035902596e-11	6.96298672384082e-10	44	40	83	0	0	0	0	0
TRINITY_DN10387_c0_g2_i2	HOL01	HOL03	40.0595829389275	0	15.0223436020978	7.90540987364889	1.18888906336954	6.6494091982337	2.9427182292633796e-11	7.13696543465409e-10	24	42	46	0	0	0	0	0
TRINITY_DN11842_c0_g1_i2	HOL01	HOL03	30.5688947260504	0	11.4633355222689	7.51378068255458	1.13314974327776	6.63088062908627	3.3369001648062595e-11	8.01052173967578e-10	29	24	32	0	0	0	0	0
TRINITY_DN111981_c0_g1_i1	HOL01	HOL03	159.655096316318	0	59.8706611186192	9.90135985069403	1.49345357775092	6.62984105981054	3.3604851575823897e-11	8.06377367482792e-10	66	97	261	0	0	0	0	0
TRINITY_DN108142_c0_g1_i1	HOL01	HOL03	53.2667085846918	0	19.9750157192594	8.3166706342529	1.25595127763374	6.62180992396601	3.54827138117466e-11	8.47807135822556e-10	29	50	68	0	0	0	0	0
TRINITY_DN12404_c0_g1_i4	HOL01	HOL03	57.3057660230114	0	21.4896622586293	8.42183920413245	1.27223434167652	6.61972321312626	3.5987205630266796e-11	8.58187691135474e-10	37	42	77	0	0	0	0	0
TRINITY_DN134531_c0_g1_i1	HOL01	HOL03	149.440244162965	0	56.0400915611118	9.80592287879304	1.48480204144922	6.60419544495109	3.9968195234554395e-11	9.47223034682594e-10	64	90	243	0	0	0	0	0
TRINITY_DN12488_c0_g1_i8	HOL01	HOL03	169.748492877381	0	63.6556848290178	9.98980648610861	1.51379010009549	6.59920188768471	4.13377074381893e-11	9.77033939346369e-10	86	79	282	0	0	0	0	0
TRINITY_DN129199_c0_g1_i1	HOL01	HOL03	68.0615992182251	0	25.5230997068344	8.67032327321632	1.31931301471934	6.57184699649216	4.9694915132337594e-11	1.1633395436577801e-9	42	46	96	0	0	0	0	0
TRINITY_DN123468_c0_g1_i1	HOL01	HOL03	113.003737477242	0	42.3764015539657	9.40246607545722	1.43441634926296	6.55490721385632	5.567648394495279e-11	1.2939713338086702e-9	59	65	177	0	0	0	0	0
TRINITY_DN115921_c0_g2_i4	HOL01	HOL03	124.771458549404	0	46.7892969560264	9.54547020909304	1.45879981192587	6.54337225098168	6.01468655336644e-11	1.3899575342093102e-9	66	66	199	0	0	0	0	0
TRINITY_DN127237_c0_g1_i1	HOL01	HOL03	46.4974844821866	0	17.43655668082	8.11982273808222	1.24290682424214	6.53292956455787	6.4495480468531e-11	1.48429249434396e-9	33	34	60	0	0	0	0	0
TRINITY_DN126770_c0_g1_i1	HOL01	HOL03	111.61678124925	0	41.8562929684689	9.38463378592315	1.43721374285198	6.52974119722821	6.58834337151232e-11	1.5139597898310501e-9	60	62	175	0	0	0	0	0
TRINITY_DN116329_c0_g2_i1	HOL01	HOL03	60.5245389679585	0	22.6967021129844	8.50080821239302	1.30563021357315	6.5108850300949	7.47093101026755e-11	1.7084421294588302e-9	38	42	84	0	0	0	0	0
TRINITY_DN111311_c0_g1_i1	HOL01	HOL03	69.4225091000936	0	26.0334409125351	8.69890535679375	1.33612346221833	6.51055505181476	7.487362156394139e-11	1.7115607006984101e-9	45	43	99	0	0	0	0	0
TRINITY_DN12968_c0_g1_i1	HOL01	HOL03	104.786111909274	0	39.2947919659776	9.29366788964752	1.42852472035366	6.50578023413322	7.72911519736542e-11	1.7655062801498802e-9	40	88	156	0	0	0	0	0
TRINITY_DN11158_c0_g1_i1	HOL01	HOL03	28.0738564837024	0	10.5276961813884	7.3951969177597	1.1374926281821	6.50131414880325	7.96213611257549e-11	1.8153492544276601e-9	19	38	24	0	0	0	0	0
TRINITY_DN118475_c0_g1_i2	HOL01	HOL03	96.9878033065344	0	36.3704262399504	9.18181086100296	1.4130992523114	6.49764044951852	8.158951154736439e-11	1.8581480468127102e-9	53	57	149	0	0	0	0	0
TRINITY_DN13052_c0_g2_i1	HOL01	HOL03	169.45941991196	0	63.5472824669852	9.9873709506396	1.54285253952447	6.47331530057813	9.587559278761979e-11	2.1629649770626403e-9	72	86	288	0	0	0	0	0
TRINITY_DN112120_c0_g1_i1	HOL01	HOL03	75.0225002888175	0	28.1334376083066	8.81101427516494	1.36185806952892	6.46984768259496	9.81017555375091e-11	2.20874966905344e-9	42	50	110	0	0	0	0	0
TRINITY_DN112388_c0_g1_i1	HOL01	HOL03	53.0930867156439	0	19.9099075183665	8.31154429937923	1.28579484405461	6.46412943543133	1.01883638061891e-10	2.28423227905223e-9	46	30	68	0	0	0	0	0
TRINITY_DN11893_c0_g1_i1	HOL01	HOL03	152.415026694044	0	57.1556350102663	9.83456584220795	1.52165379932782	6.46307711159547	1.0259497691423501e-10	2.2989305306133103e-9	42	141	231	0	0	0	0	0
TRINITY_DN131897_c0_g1_i1	HOL01	HOL03	157.248898686513	0	58.9683370074423	9.87942051074203	1.53061527785271	6.45454194381349	1.08546712228676e-10	2.4216668722743503e-9	95	60	258	0	0	0	0	0
TRINITY_DN12626_c0_g2_i1	HOL01	HOL03	534.959603701547	0	200.60985138808	11.6462578483964	1.80961041130585	6.43578185427892	1.2283935131266701e-10	2.71973515701767e-9	87	275	1026	0	0	0	0	0
TRINITY_DN110242_c0_g1_i1	HOL01	HOL03	112.034884085362	0	42.0130815320106	9.39007122698792	1.46257345213934	6.42023907466174	1.36060493411039e-10	2.99621639390383e-9	53	66	179	0	0	0	0	0
TRINITY_DN10219_c0_g2_i1	HOL01	HOL03	682.396161478017	0	255.898560554256	11.9976312049053	1.86918649192033	6.41863787094854	1.37499048635834e-10	3.0268071205810503e-9	926	1124	39	0	0	0	0	0
TRINITY_DN111280_c0_g1_i2	HOL01	HOL03	109.871806124478	0	41.2019272966792	9.3622120133171	1.46486315896572	6.39118538548502	1.6460466983736e-10	3.58357352105409e-9	35	105	160	0	0	0	0	0
TRINITY_DN12059_c0_g1_i2	HOL01	HOL03	43.6098256121442	0	16.3536846045541	8.02724003435242	1.25824383578652	6.37971735369928	1.77415118641755e-10	3.837917518838221e-9	30	32	57	0	0	0	0	0
TRINITY_DN10877_c0_g1_i1	HOL01	HOL03	110.193935576716	0	41.3227258412683	9.3662030141063	1.4737017434385	6.35556214533118	2.07665770864457e-10	4.446776693627831e-9	46	72	176	0	0	0	0	0
TRINITY_DN10418_c0_g1_i3	HOL01	HOL03	0	110.190003069464	68.8687519184152	-22.4430531805572	3.53429415689365	-6.35008071888471	2.1520197820755002e-10	4.59850672861149e-9	0	0	0	0	249	0	263	0
TRINITY_DN130614_c0_g1_i1	HOL01	HOL03	66.1594262256426	0	24.809784834616	8.62945876757247	1.3664313533057	6.31532549856667	2.69593435867394e-10	5.6736869328561205e-9	38	43	97	0	0	0	0	0
TRINITY_DN11961_c0_g1_i1	HOL01	HOL03	89.9829479598031	0	33.7436054849262	9.07358773941871	1.44474025177531	6.28042842183499	3.37641304182126e-10	6.99051004329489e-9	54	45	140	0	0	0	0	0
TRINITY_DN104851_c0_g1_i4	HOL01	HOL03	83.6665755933458	0	31.3749658475047	8.96864341808559	1.4325427058793	6.26064645841088	3.83384812898235e-10	7.85791361411328e-9	36	61	128	0	0	0	0	0
TRINITY_DN12159_c0_g1_i1	HOL01	HOL03	129.358997723473	0	48.5096241463024	9.59762670274197	1.53511517974826	6.25205641202498	4.05083011544438e-10	8.26668905271383e-9	65	58	217	0	0	0	0	0
TRINITY_DN130065_c0_g1_i1	HOL01	HOL03	96.7208863768275	0	36.2703323913103	9.17973257923622	1.47058027932936	6.24225192481335	4.31315518023737e-10	8.787390282902641e-9	104	167	23	0	0	0	0	0
TRINITY_DN11961_c0_g1_i3	HOL01	HOL03	76.1830306487851	0	28.5686364932944	8.83318837330354	1.41804920555323	6.22911274073694	4.69084146114171e-10	9.525191263968321e-9	52	37	114	0	0	0	0	0
TRINITY_DN13268_c3_g1_i1	HOL01	HOL03	98.408662227903	0	36.9032483354636	9.20290168006134	1.47776804724734	6.2275684585302296	4.7372976285354e-10	9.60360902107757e-9	43	61	158	0	0	0	0	0
TRINITY_DN125619_c0_g2_i1	HOL01	HOL03	73.5302917162388	0	27.5738593935896	8.78206548023538	1.41156644964571	6.22150341022884	4.92413454561847e-10	9.95601500555195e-9	38	47	112	0	0	0	0	0
TRINITY_DN108946_c0_g1_i1	HOL01	HOL03	97.1523669684036	0	36.4321376131514	9.18438165579116	1.48502574424912	6.1846615732814	6.22358404280779e-10	1.24518428874766e-8	40	63	156	0	0	0	0	0
TRINITY_DN11408_c3_g1_i1	HOL01	HOL03	0	71.8755629814775	44.9222268634234	-21.8505136763176	3.5345560307535	-6.18196839608722	6.33072018039275e-10	1.26579278854896e-8	0	0	0	0	199	0	130	0
TRINITY_DN13093_c1_g1_i7	HOL01	HOL03	0	64.5410536842717	40.3381585526698	-21.6984676970258	3.5346416617517	-6.13880267746079	8.3145767917278e-10	1.63313856361533e-8	0	0	0	0	213	92	0	0
TRINITY_DN127146_c0_g1_i9	HOL01	HOL03	96.5159766803759	0	36.193491255141	9.17482161569042	1.49669612745892	6.13004967900024	8.78516365746746e-10	1.72060575814396e-8	51	47	157	0	0	0	0	0
TRINITY_DN13405_c0_g1_i2	HOL01	HOL03	2.62598127969329	42.403026870437	27.4866347739081	-4.08907401331961	0.667532092940906	-6.12565906053239	9.03090006450495e-10	1.76591136499128e-8	4	0	3	57	44	34	34	68
TRINITY_DN12011_c1_g1_i2	HOL01	HOL03	0	62.1861937207157	38.8663710754473	-21.6518602330806	3.53467306062974	-6.12556235377059	9.03638735374441e-10	1.76642054388144e-8	0	0	0	292	0	67	0	0
TRINITY_DN1048871_c0_g1_i1	HOL01	HOL03	92.3807986891595	0	34.6427995084348	9.11162953882807	1.4903364208818	6.11380719893896	9.72818286574876e-10	1.89019241009948e-8	43	52	150	0	0	0	0	0
TRINITY_DN10840_c0_g1_i2	HOL01	HOL03	61.9020813354064	0	23.2132805007774	8.53344858437663	1.40000450436003	6.09530080639095	1.0923185255682e-9	2.10370040339153e-8	34	39	93	0	0	0	0	0
TRINITY_DN10334_c0_g1_i17	HOL01	HOL03	0	54.7217784694688	34.201111543418	-21.4746325167381	3.5347916500908	-6.07521875191327	1.2381881379690702e-9	2.36529840649826e-8	0	0	0	0	0	272	0	58
TRINITY_DN107969_c0_g1_i2	HOL01	HOL03	49.5673328752608	0	18.5877498282228	8.21246785781894	1.35306512257495	6.06952889465527	1.2828601024320401e-9	2.44225787617446e-8	28	35	71	0	0	0	0	0
TRINITY_DN12865_c0_g2_i2	HOL01	HOL03	36.5172701974766	0	13.6939763240537	7.77105585160879	1.28052026971823	6.06867070781998	1.28973279484917e-9	2.45391447781606e-8	22	30	48	0	0	0	0	0
TRINITY_DN1259_c0_g1_i1	HOL01	HOL03	174.517007445364	0	65.4438777920114	10.0299506985249	1.65655016985721	6.05472196437576	1.40660399029505e-9	2.65883308415445e-8	38	128	298	0	0	0	0	0
TRINITY_DN12657_c0_g1_i3	HOL01	HOL03	0	92.9297912942252	58.0811195588907	-21.3805023590839	3.53438537884876	-6.04928440657143	1.4549061910117702e-9	2.74167696031849e-8	0	0	0	0	0	140	342	0
TRINITY_DN1009099_c0_g1_i1	HOL01	HOL03	84.093528152294	0	31.5350730571102	8.97597458589392	1.48471584812349	6.04558414139547	1.4886963165122901e-9	2.80104430093649e-8	36	53	135	0	0	0	0	0
TRINITY_DN10063_c0_g1_i6	HOL01	HOL03	82.5495089563224	0	30.9560658586209	8.94918858053443	1.49405334965724	5.98987217062062	2.10006033142908e-9	3.87284756424863e-8	38	47	134	0	0	0	0	0
TRINITY_DN101550_c0_g1_i1	HOL01	HOL03	62.1634032723905	0	23.3112762271465	8.53978509744073	1.42930577740319	5.97477826819963	2.30403341218115e-9	4.22863987209268e-8	26	49	93	0	0	0	0	0
TRINITY_DN101208_c0_g2_i2	HOL01	HOL03	41.42834916805	0	15.5356309380187	7.95352689731871	1.33134931081593	5.97403463741933	2.3145662566706904e-9	4.2466987895303e-8	22	34	57	0	0	0	0	0
TRINITY_DN124281_c0_g1_i1	HOL01	HOL03	76.3042777567336	0	28.6141041587751	8.83554501989834	1.47916056990072	5.97335083133767	2.32429312327446e-9	4.26326855123243e-8	45	36	121	0	0	0	0	0
TRINITY_DN114082_c0_g1_i10	HOL01	HOL03	125.292974147959	0	46.9848653054847	9.55156182026511	1.60074164161824	5.96696029635932	2.41714195359176e-9	4.42694671159617e-8	58	50	219	0	0	0	0	0
TRINITY_DN111629_c0_g1_i1	HOL01	HOL03	28.8058767714322	0	10.8022037892871	7.42796421901134	1.24609872639687	5.96097569290477	2.5073626662473e-9	4.58669928403429e-8	21	22	36	0	0	0	0	0
TRINITY_DN117238_c0_g1_i1	HOL01	HOL03	120.739055598413	0	45.2771458494051	9.49813161875708	1.611736198475	5.89310560111763	3.79004023494039e-9	6.77726897002783e-8	52	50	213	0	0	0	0	0
TRINITY_DN1016_c0_g1_i5	HOL01	HOL03	129.696901185537	0	48.6363379445764	9.60150828468783	1.63899108456405	5.85818213113813	4.679612795620161e-9	8.28096818885263e-8	37	75	229	0	0	0	0	0
TRINITY_DN1276_c1_g1_i6	HOL01	HOL03	0	87.8353147410027	54.8970717131267	-20.6435483606086	3.53441910341913	-5.84071887248415	5.197604950430591e-9	9.16055443263029e-8	0	0	0	282	0	0	0	271
TRINITY_DN130606_c0_g1_i2	HOL01	HOL03	33.7430020881286	0	12.6536257830482	7.65745951177623	1.31827832083223	5.80868196857102	6.296656807681321e-9	1.1018340074521e-7	17	32	44	0	0	0	0	0
TRINITY_DN12320_c0_g1_i3	HOL01	HOL03	51.2430799998193	0	19.2161549999323	8.26057618172886	1.42410135557923	5.80055355566248	6.60963593259683e-9	1.15429340404413e-7	43	22	72	0	0	0	0	0
TRINITY_DN113646_c0_g1_i1	HOL01	HOL03	73.337412888227007	0	27.5015298330851	8.7783637604139	1.52168691152706	5.76883700182749	7.98204608032912e-9	1.38214835788356e-7	33	40	121	0	0	0	0	0
