gene_id	sampleB	baseMeanA	baseMeanB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DE_02	DE_03	DE_05	DE_11	DE_12	DE_13	DE_14	DE_15
TRINITY_DN11168_c1_g1_i5	HOL01	HOL03	158.800411110885	468.41776597502	352.31125790097	-1.56093963331538	0.489531161567326	-3.18864202294649	0.0014294277294552	0.0146636019741484	97	189	164	246	551	809	344	641
TRINITY_DN10777_c0_g1_i1	HOL01	HOL03	2.33790168985614	20.1008308314319	13.439732403341	-3.16534395294483	0.993337502516823	-3.18657449751448	0.00143968405658736	0.0147638708333966	2	0	4	13	41	20	10	21
TRINITY_DN10592_c1_g3_i3	HOL01	HOL03	1.45703043476522	14.7573731896898	9.76974465659307	-3.3754907998291	1.06274918159303	-3.17618762572871	0.00149224403056208	0.0152696418981668	3	0	1	22	16	13	3	31
TRINITY_DN12422_c0_g1_i1	HOL01	HOL03	2.33790168985614	13.960310517879	9.60190720737043	-2.66397696858885	0.846147611885076	-3.14835961381958	0.00164189567293232	0.0167311135413927	2	0	4	12	19	22	8	15
TRINITY_DN12758_c0_g1_i1	HOL01	HOL03	6.43754588989412	64.3384651224512	42.6256204102423	-3.35147266589735	1.06506325102776	-3.14673580434144	0.00165104071180814	0.0168215045946287	2	0	14	55	87	111	34	63
TRINITY_DN11543_c0_g1_i3	HOL01	HOL03	32.8011148334427	3.00208685786485	14.1767223487065	3.43974533998781	1.11158044730755	3.0944636965498	0.00197169062935405	0.0199063419621156	10	49	35	11	0	2	3	1
TRINITY_DN119367_c0_g1_i1	HOL01	HOL03	0.349022004920473	11.8002892589261	7.50606403867402	-4.95090557291515	1.61258949342232	-3.0701586442859	0.00213945095217278	0.0214902744192426	1	0	0	5	29	17	4	4
TRINITY_DN107484_c0_g1_i2	HOL01	HOL03	13.739256964788	0	5.15222136179549	6.3619457923285	2.07451201330906	3.06671918577157	0.00216422070926885	0.0217212734783646	1	17	20	0	0	0	0	0
TRINITY_DN12436_c0_g1_i1	HOL01	HOL03	0.715314217638594	9.56082301869102	6.24375721829636	-3.76783356345163	1.23348949606179	-3.05461341623203	0.00225350790366659	0.0225545915213734	0	1	1	19	4	6	15	9
TRINITY_DN11932_c0_g1_i119	HOL01	HOL03	0	171.910376570627	107.443985356642	-9.78864643946425	3.22329811619999	-3.03684179575803	0.00239070895000561	0.0238188327214496	0	0	0	415	0	315	228	0
TRINITY_DN13268_c0_g1_i17	HOL01	HOL03	0	25.444239283241	15.9026495520257	-7.03321395140354	2.33602073159639	-3.01076692354404	0.00260588796294019	0.0258115625341317	0	0	0	100	4	36	0	7
TRINITY_DN109714_c0_g1_i2	HOL01	HOL03	27.4650700550873	304.480219680198	200.599538570781	-3.46832729730807	1.16170804240597	-2.98554126398655	0.00283076943123992	0.027849916117882	34	39	9	44	753	63	58	710
TRINITY_DN1085_c1_g1_i17	HOL01	HOL03	1.22139919053918	498.563036123916	312.0599222739	-8.65153090890355	2.91680159368141	-2.96610195484161	0.00301600488578746	0.029565556160031	0	4	0	1405	0	1065	0	507
TRINITY_DN11543_c0_g3_i1	HOL01	HOL03	44.0551030697912	6.01518704051624	20.2801555514943	2.86782193668421	0.971135736244486	2.95305983463699	0.00314640969332032	0.0307626072521358	11	78	40	12	0	7	10	5
TRINITY_DN12683_c0_g1_i1	HOL01	HOL03	0.65437180255526906	9.25748552505833	6.03131787911968	-3.73107661431033	1.26916175818695	-2.93979596394421	0.00328428440689569	0.0320237331879119	1	1	0	4	18	10	5	12
TRINITY_DN10922_c0_g1_i1	HOL01	HOL03	32.1504957796847	0.229306989788061	12.1997527859993	7.01385214836044	2.39995132410643	2.92249766814412	0.00347236221205666	0.0336967093611955	30	71	0	0	1	0	0	0
TRINITY_DN10571_c1_g1_i3	HOL01	HOL03	4.79797027873215	34.6531074675845	23.4574310217649	-2.846200420107	0.985249097897496	-2.88881301812987	0.00386698940950676	0.0371321899991556	0	9	5	35	58	15	14	69
TRINITY_DN127_c1_g1_i2	HOL01	HOL03	32.3045173055974	12.6412087502754	20.0149494585212	1.35876187485166	0.47123953998247	2.88337832369119	0.00393434609303182	0.0377316600966512	22	35	34	22	14	15	8	10
TRINITY_DN11536_c0_g1_i11	HOL01	HOL03	1.39608801968189	16.0867925639222	10.5777783598321	-3.52026702961031	1.22173326530046	-2.88137118763364	0.00395949040976134	0.0379549737361624	4	0	0	21	22	6	6	36
TRINITY_DN129_c0_g1_i6	HOL01	HOL03	141.756940345822	0	53.1588526296834	9.73015943701265	3.3857155318138	2.87388569582513	0.00405455674577876	0.0387994860850741	0	91	278	0	0	0	0	0
TRINITY_DN100648_c0_g1_i4	HOL01	HOL03	0.819928840007597	11.8048277775121	7.68549067594789	-3.99419507945124	1.39185880862215	-2.86968409059051	0.00410882078094021	0.0392513156873133	0	0	2	4	10	34	5	14
TRINITY_DN1191_c0_g1_i3	HOL01	HOL03	3.44591011970089	21.7610628448252	14.8928805729036	-2.70743860277164	0.944998422788917	-2.86501917620279	0.00416983990118823	0.0397722095386104	4	0	5	20	14	49	7	37
TRINITY_DN12465_c0_g1_i34	HOL01	HOL03	0	95.1292870923242	59.4558044327026	-8.93492839033234	3.12664437810011	-2.85767337434185	0.00426759426173873	0.0406286911044133	0	0	0	0	177	119	0	239
TRINITY_DN11185_c0_g1_i15	HOL01	HOL03	27.5599151635478	84.7484825577498	63.302769784924	-1.61850877442579	0.571224318657736	-2.83340313351674	0.00460552638869	0.0435346957491614	24	40	17	56	53	63	85	244
TRINITY_DN122820_c0_g1_i1	HOL01	HOL03	102.281439052847	0	38.3555396448175	9.25936857006405	3.28881823253901	2.81540903612533	0.00487151858461907	0.045780617126786	0	147	140	0	0	0	0	0
